Item No,Item Name,Collection,Product Type,"Department
(manual input)",Item Type,Gender,Line Status,PriceType,MSRP,UPC Code,Season,Catalog Status,MetalType,MetalColor,Case Shape,Watch Movement Type,Band Type,Band Color,Band Material,Watch Dial color,Watch crystal,Gem Type,Watch Case Diameter  (mm),Jlry Size,Jlry Dims,Length,Water Resistance (Meters),https://docs.google.com/spreadsheets/d/1_-9VqVemWseZXiEiXVuXxqIX4wOLo3l5Hhj5UnNy3rE/edit?gid=1368149032#gid=1368149032,Image Link 1,Image Link 2,IsImageFromURL
98B451,Bulova Stainless Steel Heritage Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,New,1,$995.00,42429603752,2025 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,HPQ NP20,Bracelet,Silver-Tone,Stainless Steel,Black,Anti-Reflective Double Domed Sapphire Crystal,None,42.85,,,,0200M,"Inspired by the coveted Bulova?s Marine Star circa 1970s, this Special Edition Marine Star 6-hand chronograph celebrates one of Bulova?s most iconic collections for its 150th Anniversary. The silver-tone stainless steel case has a design that balances form and function with a striking ratcheting timing bezel, a commemorative case back featuring an original anchor design, and a profile-cut link bracelet with a push-button foldover closure. The black dial showcases the vintage Marine Star logo, silver-tone hands, and white numerals with super luminous fill, a date display, and sub-dials, including registers allowing timing to 1/20 of a second and finished with a double domed sapphire crystal. This collector?s watch is powered by our proprietary Precisionist movement, resonating at a frequency of 262khz for unparalleled accuracy, and boasts 200m water resistance with a screw-down crown. Delivered in premium packaging complete with a storybook, this Bulova men?s timepiece blends classic maritime charm with modern craftsmanship and a rich history.",https://bulova.widen.net/content/nfpntpd0sj/jpeg/98B451_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/r8fwsaakry/jpeg/nfpntpd0sj_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98C126,Bulova Stainless Steel Dress/Classic BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$675.00,42429548152,2017 SPRING,Catalog,Stainless Steel,Gold-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Silver-White,Mineral Crystal,Crystal,41.5,,,,0030M,"From the Men's Crystal Collection. Gold-tone stainless steel case embellished with 308 crystals on bezel, bracelet and pave dial, multifunction movement, gold-tone stainless bracelet with deployment closure, and water resistance to 30 meters.",https://bulova.widen.net/content/y1fwmhnbhc/jpeg/98C126.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/oilqal7bim/jpeg/98C126_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98C146,Bulova Stainless Steel Modern BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,core,1,$425.00,42429592230,2023 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Strap,Black,Silicone,Black,Domed Mineral Crystal,None,41,,,,0030M,"Stainless steel screw-back case with black metalized crystal and a gold-tone crown. Black six-hand multi-function dial with day, date, and 24-hour features and gold-tone accents, domed mineral crystal, black silicone strap and three-piece buckle closure. ",https://bulova.widen.net/content/wxq7lu78r2/jpeg/98C146.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/ovpc3vf0hi/jpeg/98C146_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98C148,Bulova Stainless Steel Modern BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,core,1,$495.00,42429597921,2024 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Blue,Metalized Domed Mineral Crystal,None,40,,,,0030M,"The Bulova men?s Modern collection breaks the mold by pushing the boundaries of modern watch design. The sleek silver- and gold-tone stainless steel case features an edge-to-edge domed mineral crystal with deep blue metallization for an exceptionally modern look. The captivating blue dial features a combination of gold-tone markers and hands with a 24-hour display and registers for the day and date.  A multi-link silver- and gold-tone stainless steel bracelet creates a seamless silhouette and has a deployant closure. Unwavering in its modernity while offering uncompromising style, this Bulova men?s timepiece is an exquisite companion for any occasion.",https://bulova.widen.net/content/u4zzhke1xl/jpeg/98C148_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/xyotp1suo9/jpeg/98C148_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98C149,Bulova Stainless Steel Modern BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,core,1,$495.00,42429597938,2024 SPRING,Catalog,Stainless Steel,Black,Round,Quartz,Bracelet,Black,Stainless Steel,Black,Metalized Domed Mineral Crystal,None,40,,,,0030M,"The Bulova men?s Modern collection breaks the mold by pushing the boundaries of modern watch design. The sleek black IP and gold-tone stainless steel case features an edge-to-edge domed mineral crystal with black metallization for an exceptionally modern look. The mesmerizing black dial features a combination of gold-tone markers and hands with a 24-hour display and registers for the day and date. A multi-link black IP and gold-tone stainless steel bracelet creates a seamless silhouette and has a deployant closure. Uncompromising in its modernity while offering incomparable style, this Bulova men?s timepiece is an exquisite companion for any occasion.",https://bulova.widen.net/content/tnqtlziljv/jpeg/98C149_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/67anuh13vp/jpeg/98C149_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D130,Bulova Stainless Steel Dress/Classic BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$495.00,42429542297,2016 FALL,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Blue,Mineral Crystal,Diamond,40,,,,0030M,"From the Diamonds Collection. New 8-diamond blue dial, stainless steel and gold-tone accents on case and bracelet with double-press deployment closure, three-hand calendar, flat mineral glass.",https://bulova.widen.net/content/zh1el9tkle/jpeg/98D130_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/y9j1hxz5av/jpeg/98D130_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D144,Bulova Stainless Steel Modern BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$495.00,42429551343,2017 FALL,Catalog,Stainless Steel,Black,Round,Quartz,Bracelet,Black,Stainless Steel,Black,Metalized Domed Mineral Crystal,Diamond,42,,,,0030M,"In black IP stainless steel with three diamonds on black dial, three-hand date feature, metalized edge-to-edge curved crystal, screw-back case, black IP stainless steel bracelet with deployment closure.",https://bulova.widen.net/content/gxcojz7e4k/jpeg/98D144.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/kpimdhng2c/jpeg/98D144_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D156,Bulova Stainless Steel Luxury Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$950.00,42429570139,2019 FALL,Catalog,Stainless Steel,Two-Tone,Round,HPQ Precisionist,Bracelet,Gold-Tone,Stainless Steel,Black,Curved Mineral Crystal,Diamond,46.5,,,,0300M,"Powered by Bulova?s proprietary Precisionist three-hand calendar movement with a 262kHz vibrational frequency?eight times greater than standard timepieces?for unparalleled accuracy. Gold-tone stainless steel case with black dial featuring 11 hand set diamonds, curved mineral crystal, gold-tone stainless steel bracelet with sport fold over buckle. 300-meter water resistance. ",https://bulova.widen.net/content/lc6ioekcjh/jpeg/98D156.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/hh571mliz8/jpeg/98D156_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D165,Bulova Stainless Steel Dress/Classic BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$495.00,42429581159,2020 SPRING,Catalog,Stainless Steel,Two-Tone,Round,Quartz,Bracelet,Two-Tone,Stainless Steel,Black,Mineral Crystal,Diamond,40,,,,0030M,"Two-tone stainless steel case and bracelet with a black dial featuring eight diamonds set on the dial and gold-tone hands, and a calendar window at the 6 o?clock position. Domed mineral crystal. Deployant buckle.",https://bulova.widen.net/content/xfqklflaf2/jpeg/98D165.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/yeu90m8ov7/jpeg/98D165_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D176,Bulova Stainless Steel Performance Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$625.00,42429589360,2022 SPRING,Catalog,Stainless Steel,Black,Round,Quartz,Bracelet,Black,Stainless Steel,Black,Mineral Crystal,Diamond,44,,,,0100M,"From the Marine Star Collection, this bold timepiece makes a striking style statement. The sport luxury design in black ion-plated stainless steel features a black sunray dial with eight individually hand set diamonds and gold-tone accents, a case with a gold-tone outer top ring, luminous hands, and a calendar. This distinctive men?s timepiece also has a deployant clasp closure and is water resistant to 100 meters. If you?re looking for a watch to stand out from the crowd, look no further.",https://bulova.widen.net/content/mi6mdxfin3/jpeg/98D176.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/f8uagkhoyu/jpeg/98D176_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D183,Bulova Stainless Steel Marc Anthony Mens Watch,Bulova,Marc Anthony,Timepieces,Watch,Mens,Core,1,"$1,250.00",42429592261,2022 FALL,Catalog,Stainless Steel,Black,Tonneau,High Performance Quartz,Bracelet,Black,Stainless Steel,Black,Anti-Reflective Curved Sapphire Crystal,Diamond,48.5,,,,0100M,"In a bold collaboration with Marc Anthony, one of music?s most influential artists of all time, Bulova presents the new Marc Anthony Series X men?s diamond dial watch, fusing Bulova?s legendary fine watchmaking with Marc Anthony?s artistic vision and our shared love of music in an exclusive timepiece that represents his taste for luxury and personal style. The signature case design features a black ion-plated stainless steel faceted construction with a blend of polished and brushed finishes, recalling Anthony?s dynamic musicality. The striking black diamond-accented dial features a brushed finish and a date display, with a bold orange seconds hand with a smooth sweep, complemented by orange hour markers at 1, 3, and 5 o?clock, chosen by Marc for their personal significance. With Bulova?s signature tuning fork at 12 o?clock, the remaining 8 hours are marked by hand-set diamonds, bringing the same nuanced style to the dial that Marc Anthony brings to his music. A translucent aperture in the dial offers a peek behind the curtain at the Bulova Precisionist movement, a revolutionary 8-jewel quartz mechanism accurate to 5 seconds per month, and increased resistance to temperature changes. Adorning the case back is a unique glass insert with the quote, ?For those who know.? The watch is paired perfectly with a black ion-plated stainless steel bracelet featuring Anthony?s signature on the case and a push-button deployant clasp. With 100m water resistance and a curved anti-reflective sapphire crystal, the Bulova Marc Anthony Series X is a high-performance watch with an elevated design that brings together Marc Anthony?s music that transcends time with Bulova?s Bold at Heart spirit to keep you always within style?s rhythm. ",https://bulova.widen.net/content/gpfe55dnvt/jpeg/98D183.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/uugmfesefc/jpeg/98D183_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98D184,Bulova Stainless Steel Marc Anthony Mens Watch,Bulova,Marc Anthony,Timepieces,Watch,Mens,Core,1,$695.00,42429594555,2023 FALL,Catalog,Stainless Steel,Two-Tone,Round,Automatic,Bracelet,Silver-Tone,Stainless Steel,Blue,Mineral Crystal,Diamond,45,,,,0200M,"Capturing the daring style of Marc Anthony, one of music?s most influential artists, Bulova presents the all-new Marc Anthony Series A. The bold, angular silver-tone stainless steel case features brushed finishing with polished accents, a silver-tone bezel with grey accents, a flat mineral crystal, and a screw-down crown. The stunningly vibrant blue dial combines sunray texture along the hour track and a central dial with a radiant sunburst finish, complete with hands with luminescent treatment, polished indices, and a grey running seconds sub-dial. The dial is further accented with diamond hour markers at 1, 3, and 5 o?clock, chosen by Marc for their personal significance. Visible through both the dial aperture and an exhibition case back, the open heartbeat automatic movement features 21 jewels and a 42-hour power reserve. The 44mm watch has 200m of water resistance and is complemented with a matching silver-tone stainless steel bracelet with a push-button deployant clasp. Uniting Marc Anthony?s iconic music with Bulova?s proprietary technology and Bold at Heart spirit, this new men?s timepiece will keep you always within style?s rhythm.",https://bulova.widen.net/content/5uifum5cnz/jpeg/98D184.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/x60kp18pi9/jpeg/98D184_BACK.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
98J119,Bulova Stainless Steel Luxury Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,"$2,995.00",42429590977,2022 FALL,Catalog,Stainless Steel,Gold-Tone,Tonneau,High Performance Quartz,Strap,White,Leather,White,Anti-Reflective Curved Sapphire Crystal,Diamond,47,,,,0100M,"This stunning Series X diamond men?s watch is sure to make a lasting impression. The masculine architectural design of this statement timepiece is punctuated by 174 hand set diamonds, totaling .83 ctw and hand-set on a gold- and silver-tone stainless-steel case. The silver-white 3-hand calendar dial is detailed with an exhibition calendar window and is finished with a curved sapphire crystal, providing a sophisticated and polished effect. The look is completed with a white leather strap with a deployant clasp with pushers for easy release. This luxurious timepiece is water-resistant up to 100 meters and is powered by Bulova?s proprietary high-precision quartz Precisionist 262kHz 3 hand calendar movement. Take bold style to the next level with this innovative timepiece, fusing design and technology. ",https://bulova.widen.net/content/kixskk88la/jpeg/98J119.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/kj7vjox7bh/jpeg/98J119_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
98J120,Bulova Stainless Steel Luxury Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,"$2,295.00",42429590625,2022 FALL,Catalog,Stainless Steel,Gold-Tone,Round,High Performance Quartz,Bracelet,Gold-Tone,Stainless Steel,Silver-White,Curved Sapphire Crystal,Diamond,40,,,,0100M,"Make a bold impression with the striking Icon diamond  timepiece. This timepiece is adorned with 62 diamonds, totaling .84 ctw - 52 surround the case and 10 are hand-set in the silver-white dial. The gold and silver-tone stainless steel case is finished with a curved sapphire crystal, providing a sophisticated and polished look. The gold-tone stainless steel bracelet has a deployant clasp with pushers for easy release. This timepiece is water resistant up to 100 meters and is powered by Bulova?s proprietary Precisionistion 262kHz 3 hand calendar movement. Take style to the next level with this stunning timepiece, fusing design and technology. ",https://bulova.widen.net/content/vdxzws5mui/jpeg/98J120.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/qxbtw6c1zr/jpeg/98J120_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
